yearmonth,Sum of fare_amount
2427464,40.9
5334598,40.9
10854143,40.9
13275365,40.9
18408356,40.9
19537204,40.9
22997009,40.9
24004745,40.9
25709564,40.9
35788698,40.9
36849330,40.9
39259222,40.9
46625843,40.9
48191684,40.9
37383345,40.85
1187240,40.83
1581017,40.83
2867267,40.83
3219642,40.83
3240007,40.83
3441336,40.83
3463537,40.83
5707717,40.83
6702711,40.83
8079999,40.83
9313568,40.83
10518240,40.83
11010113,40.83
11492573,40.83
16230153,40.83
16944625,40.83
18471926,40.83
19353964,40.83
20124894,40.83
20348734,40.83
20889355,40.83
21088357,40.83
23101932,40.83
24151702,40.83
26890249,40.83
27984168,40.83
28692892,40.83
33010070,40.83
34978439,40.83
37406752,40.83
42046975,40.83
44032835,40.83
44618188,40.83
46582724,40.83
50713928,40.83
50986033,40.83
52204212,40.83
53213926,40.83
54657277,40.83
2015860,40.8
3355737,40.8
5033876,40.8
10641320,40.8
13046112,40.8
13445168,40.8
22868714,40.8
26459695,40.8
34867548,40.8
41340267,40.8
49114670,40.8
51619487,40.8
52300989,40.8
39059060,40.75
45987100,40.7
29532597,40.67
31220984,40.67
42236385,40.67
50687902,40.67
75512,40.65
22405756,40.6
34317107,40.6
6187381,40.54
16410600,40.54
24971180,40.54
42320354,40.54
1650226,40.5
1676764,40.5
2490782,40.5
2522947,40.5
4774783,40.5
4822654,40.5
7819133,40.5
8202365,40.5
8402617,40.5
8991583,40.5
11178306,40.5
11656287,40.5
11857387,40.5
14229095,40.5
14257853,40.5
17474136,40.5
17954927,40.5
19547035,40.5
22203378,40.5
22761593,40.5
23073702,40.5
23353878,40.5
24094722,40.5
24410476,40.5
27135421,40.5
27407880,40.5
27484398,40.5
28926580,40.5
29882557,40.5
32274208,40.5
33229385,40.5
33518615,40.5
34758718,40.5
36617637,40.5
38164866,40.5
38998820,40.5
39426235,40.5
40477476,40.5
40534405,40.5
40573922,40.5
41643927,40.5
42036205,40.5
43983185,40.5
47957646,40.5
51260284,40.5
53595008,40.5
53677087,40.5
53740959,40.5
4036044,40.4
17736015,40.4
13886258,40.35
38062,40.33
121699,40.33
541147,40.33
1398829,40.33
1825051,40.33
3704926,40.33
5501180,40.33
6837907,40.33
9756211,40.33
12057054,40.33
12576258,40.33
13768019,40.33
13909830,40.33
14620413,40.33
15769811,40.33
16219318,40.33
18382423,40.33
20104984,40.33
21827405,40.33
23103081,40.33
24245111,40.33
24788936,40.33
28050887,40.33
31414825,40.33
32209358,40.33
32228413,40.33
34044079,40.33
38492730,40.33
38973520,40.33
41953691,40.33
42320247,40.33
51730990,40.33
52439661,40.33
53152454,40.33
53716979,40.33
53947280,40.33
54716126,40.33
8486779,40.3
30347540,40.3
41866001,40.3
45171349,40.3
45494773,40.3
46308029,40.3
46628434,40.3
46671386,40.3
23751409,40.27
7567180,40.25
39549605,40.25
48172681,40.19
2550849,40.1
3785821,40.1
12019155,40.1
17141419,40.1
26851558,40.1
31116153,40.1
43933552,40.1
46932909,40.1
48917723,40.1
51779409,40.1
12133556,40.04
41243755,40.04
47790186,40.04
2209571,40
2646782,40
3430820,40
4844726,40
7202089,40
8542409,40
9931117,40
10076425,40
10731395,40
11345669,40
13184792,40
13548516,40
13873340,40
13974794,40
15245941,40
16265619,40
16666229,40
19074905,40
22793916,40
22825186,40
23448608,40
24438462,40
24442850,40
26079583,40
27676991,40
29166208,40
31247248,40
31701428,40
34116546,40
35741337,40
38086681,40
38475558,40
39352431,40
39554683,40
40915238,40
42124867,40
43190218,40
43380833,40
44066728,40
46536326,40
47760723,40
49040256,40
50411011,40
52532423,40
52972644,40
53010026,40
53385028,40
54716755,40
23281176,39.87
27792206,39.87
36573008,39.87
55264807,39.87
74323,39.83
2339655,39.83
4784397,39.83
5678508,39.83
5887336,39.83
6047567,39.83
7380433,39.83
8271981,39.83
9088215,39.83
9115979,39.83
15373511,39.83
15410271,39.83
15512692,39.83
16312452,39.83
17292500,39.83
19162782,39.83
19548031,39.83
20355364,39.83
21706538,39.83
22626304,39.83
24581391,39.83
25353844,39.83
26027020,39.83
26427689,39.83
28907729,39.83
31308514,39.83
31439428,39.83
35220256,39.83
37512849,39.83
37759472,39.83
38290589,39.83
43129769,39.83
46535336,39.83
46711827,39.83
46879677,39.83
47240185,39.83
52162167,39.83
54362075,39.83
54625095,39.83
412928,39.8
549877,39.8
4740574,39.8
4757282,39.8
10565942,39.8
11366947,39.8
12286832,39.8
24486324,39.8
29604464,39.8
33676892,39.8
820426,39.75
5090769,39.7
8699251,39.7
11724892,39.7
15056606,39.7
17724420,39.7
19543020,39.7
22846831,39.7
26528623,39.7
26968861,39.7
30340220,39.7
33138569,39.7
33329102,39.7
33671844,39.7
35229363,39.7
39494749,39.7
41763738,39.7
51856358,39.7
53893022,39.7
55055099,39.7
50772101,39.65
32511697,39.6
46012760,39.6
1196610,39.54
21381991,39.54
23317927,39.54
27054989,39.54
30032562,39.54
30161076,39.54
36491513,39.54
3506290,39.5
3783183,39.5
4553004,39.5
6886706,39.5
7441174,39.5
10284321,39.5
10652271,39.5
11420723,39.5
13385108,39.5
16529246,39.5
17304054,39.5
19277743,39.5
21743814,39.5
21813200,39.5
21857614,39.5
23036600,39.5
23518254,39.5
24508000,39.5
24903690,39.5
25347808,39.5
27966232,39.5
28772581,39.5
30304298,39.5
30948486,39.5
30988755,39.5
32942324,39.5
33542172,39.5
33606995,39.5
33751526,39.5
37312883,39.5
40394240,39.5
40728387,39.5
41480690,39.5
42877223,39.5
44482676,39.5
44487883,39.5
46740754,39.5
47216836,39.5
51387304,39.5
51401603,39.5
52907677,39.5
52971049,39.5
53151794,39.5
31591596,39.47
37858433,39.47
53661853,39.47
25745157,39.44
5542612,39.4
34920427,39.39
1991462,39.33
2494022,39.33
2688067,39.33
3301877,39.33
4384153,39.33
5647506,39.33
6514816,39.33
8323438,39.33
8513037,39.33
9464080,39.33
11219854,39.33
11942062,39.33
16030820,39.33
16053893,39.33
17508525,39.33
18297245,39.33
19617235,39.33
20144730,39.33
20745608,39.33
20834943,39.33
21249014,39.33
21760954,39.33
22320863,39.33
22384176,39.33
23426202,39.33
26009544,39.33
28301222,39.33
29321960,39.33
31163599,39.33
32767343,39.33
34084993,39.33
34085754,39.33
35142462,39.33
35199250,39.33
41364837,39.33
43134618,39.33
44680541,39.33
44806386,39.33
46278852,39.33
47118464,39.33
47434408,39.33
50424390,39.33
50583496,39.33
50668611,39.33
51579114,39.33
55198628,39.33
2466655,39.3
3983786,39.3
4326318,39.3
5980644,39.3
7336334,39.3
7482307,39.3
12693354,39.3
13382367,39.3
14129064,39.3
14527350,39.3
17569066,39.3
20259133,39.3
20887730,39.3
21813039,39.3
22360288,39.3
25223836,39.3
25261880,39.3
33424481,39.3
36964999,39.3
43113248,39.3
43692163,39.3
47946794,39.3
50267251,39.3
52004588,39.3
52100224,39.3
53740545,39.3
54726812,39.3
17709597,39.2
15671653,39.07
21865960,39.07
27403352,39.07
44225357,39.07
33948345,39.05
121951,39.04
937371,39.04
26549303,39.04
36725582,39.04
5249111,39
6049240,39
8151885,39
8362878,39
9283725,39
11302733,39
11364821,39
14590908,39
19998422,39
21358311,39
23534630,39
23547702,39
25703254,39
30069758,39
30943315,39
35025052,39
35209449,39
37967015,39
40280691,39
44548657,39
46293312,39
47138534,39
47304857,39
47521670,39
50075618,39
53752592,39
53896853,39
55137100,39
55313688,39
2708240,38.94
802758,38.9
3550937,38.9
6708648,38.9
7496993,38.9
11238132,38.9
12258751,38.9
12589341,38.9
14232067,38.9
15804756,38.9
21100418,38.9
21381481,38.9
23505313,38.9
24904610,38.9
25281548,38.9
26206424,38.9
26427919,38.9
27034954,38.9
27887457,38.9
27990121,38.9
29566793,38.9
31257562,38.9
31733706,38.9
32556360,38.9
37538272,38.9
39553577,38.9
39900063,38.9
44704536,38.9
45817836,38.9
45874730,38.9
47867421,38.9
48985608,38.9
465871,38.83
1130533,38.83
1460873,38.83
4490066,38.83
8039586,38.83
8077688,38.83
9123805,38.83
9233693,38.83
9851896,38.83
11452991,38.83
12120949,38.83
12257698,38.83
12934959,38.83
13329783,38.83
13945400,38.83
15647482,38.83
16637500,38.83
16860962,38.83
18246564,38.83
18398917,38.83
18637344,38.83
19809085,38.83
20552494,38.83
21145941,38.83
22682559,38.83
22854891,38.83
26850771,38.83
30407940,38.83
30919887,38.83
33003941,38.83
33861231,38.83
34382934,38.83
35750053,38.83
37112126,38.83
37329801,38.83
39379368,38.83
40660156,38.83
41360471,38.83
42231344,38.83
46161370,38.83
46521442,38.83
47121960,38.83
47606340,38.83
48098445,38.83
50479190,38.83
51896084,38.83
52271708,38.83
3018040,38.8
12006689,38.8
36587568,38.8
39164118,38.8
43570397,38.8
50303391,38.8
9012007,38.67
10207805,38.67
23203217,38.67
55312079,38.67
6003868,38.65
516379,38.54
4139779,38.54
16164777,38.54
21828622,38.54
26097408,38.54
26567276,38.54
31516054,38.54
34701022,38.54
41823155,38.54
49744728,38.54
20683,38.5
1716426,38.5
1769720,38.5
1891814,38.5
2490091,38.5
2804243,38.5
2879377,38.5
3102936,38.5
4825580,38.5
5299776,38.5
5777239,38.5
5864666,38.5
6066317,38.5
6820182,38.5
8559178,38.5
9215819,38.5
10896935,38.5
11998344,38.5
13579212,38.5
13679208,38.5
14786525,38.5
14991907,38.5
15180453,38.5
15224547,38.5
15623483,38.5
15741253,38.5
15979534,38.5
16238300,38.5
17231465,38.5
18525040,38.5
21746956,38.5
23037553,38.5
23296011,38.5
25817595,38.5
25855850,38.5
26881009,38.5
27491371,38.5
29121627,38.5
29124778,38.5
30045178,38.5
30408554,38.5
30611868,38.5
31344097,38.5
32266310,38.5
34085041,38.5
34215938,38.5
34559295,38.5
36981578,38.5
38972607,38.5
40955279,38.5
41730155,38.5
42141806,38.5
42438957,38.5
42999848,38.5
43343013,38.5
43626534,38.5
43744732,38.5
44646141,38.5
44935877,38.5
45690076,38.5
46071369,38.5
46199878,38.5
46795048,38.5
47107530,38.5
49258398,38.5
49259012,38.5
50499094,38.5
51423683,38.5
52092340,38.5
53252912,38.5
53357344,38.5
14473933,38.44
41460888,38.4
876058,38.33
2541316,38.33
3606444,38.33
4819598,38.33
4879057,38.33
6230459,38.33
6261249,38.33
7273397,38.33
7801675,38.33
8304779,38.33
9590183,38.33
9856878,38.33
10300689,38.33
11010969,38.33
12878020,38.33
13851491,38.33
15944600,38.33
18123204,38.33
19611824,38.33
20400469,38.33
20824776,38.33
20897532,38.33
22569290,38.33
23272264,38.33
23417921,38.33
25138434,38.33
26093992,38.33
30027603,38.33
30879290,38.33
32547229,38.33
34406492,38.33
34814665,38.33
36394061,38.33
37460332,38.33
40525948,38.33
42515360,38.33
42879872,38.33
44917877,38.33
46053017,38.33
47840545,38.33
52370654,38.33
52381639,38.33
53501723,38.33
55270060,38.33
626391,38.3
3831487,38.3
13941662,38.3
21388017,38.3
42682965,38.3
52308705,38.3
11915309,38.27
15342929,38.27
37623278,38.27
47525416,38.27
48312154,38.27
10901424,38.1
11722069,38.1
16238895,38.1
17530299,38.1
20207802,38.1
20279766,38.1
23582489,38.1
23868790,38.1
25440216,38.1
31636000,38.1
31780750,38.1
33776031,38.1
34321162,38.1
47027136,38.1
47784570,38.1
47812376,38.1
49764806,38.1
50711213,38.1
53833203,38.1
55034083,38.1
5486479,38.04
7290192,38.04
17242153,38.04
22038409,38.04
47968474,38.04
1260019,38
4017296,38
4571036,38
4766160,38
6097581,38
6786559,38
7611970,38
8446894,38
8498589,38
8512508,38
9768877,38
11275002,38
12245265,38
15572879,38
15711715,38
17820047,38
18113398,38
21380948,38
23637197,38
25022498,38
25294231,38
25821147,38
26353908,38
27903200,38
28775175,38
29762190,38
30226421,38
30982432,38
31115579,38
31269432,38
32279876,38
32716411,38
33623580,38
34548279,38
37564824,38
37985100,38
38287636,38
39777043,38
40260908,38
40671936,38
41243270,38
41849838,38
42609442,38
42635467,38
43604334,38
44262565,38
44442327,38
46501580,38
47375646,38
48161393,38
48247433,38
48621246,38
49428468,38
50646892,38
53187089,38
55104758,38
4416925,37.87
12584901,37.87
18481797,37.87
19724162,37.87
30081817,37.87
47465991,37.87
48927310,37.87
8653068,37.85
9334163,37.85
144198,37.83
3532910,37.83
4456296,37.83
5575237,37.83
5605001,37.83
6740154,37.83
7385134,37.83
8393430,37.83
9649248,37.83
11201568,37.83
11640158,37.83
12714176,37.83
12993862,37.83
13166043,37.83
13659009,37.83
14442026,37.83
14480176,37.83
15249937,37.83
16702177,37.83
17444652,37.83
18720697,37.83
21094533,37.83
22336949,37.83
23634640,37.83
26826838,37.83
28778952,37.83
29429476,37.83
29795052,37.83
29830418,37.83
29963689,37.83
30942073,37.83
31450637,37.83
33450515,37.83
34729511,37.83
37993088,37.83
38303263,37.83
38726205,37.83
41227324,37.83
41335020,37.83
42486402,37.83
42691119,37.83
43527438,37.83
45338284,37.83
47423979,37.83
51298906,37.83
51941457,37.83
55169930,37.83
7381721,37.8
8522626,37.8
8922788,37.8
16874176,37.8
21324187,37.8
26359282,37.8
31388519,37.8
32558398,37.8
34192676,37.8
35798233,37.8
52090301,37.8
55320811,37.8
1134428,37.7
4230698,37.7
5182145,37.7
7265484,37.7
7749592,37.7
16696081,37.7
23245870,37.7
24115808,37.7
24928833,37.7
29401107,37.7
33191177,37.7
34341126,37.7
34599674,37.7
35907731,37.7
36057251,37.7
37142890,37.7
37374933,37.7
37427180,37.7
38295419,37.7
40190698,37.7
40992944,37.7
41643647,37.7
41938217,37.7
42267279,37.7
47799570,37.7
52493207,37.7
52669941,37.7
54843512,37.7
55231758,37.7
46716897,37.54
48887497,37.54
54218831,37.54
1314885,37.5
3371900,37.5
4738606,37.5
5374025,37.5
6254072,37.5
6643108,37.5
7390730,37.5
8538961,37.5
8835836,37.5
9734890,37.5
10246626,37.5
10885279,37.5
11299469,37.5
12555327,37.5
12608764,37.5
14296785,37.5
14936801,37.5
15193872,37.5
18691605,37.5
18868770,37.5
20101253,37.5
20535595,37.5
20870429,37.5
21740043,37.5
23760466,37.5
23921080,37.5
25798340,37.5
26735692,37.5
28664321,37.5
29031159,37.5
29160736,37.5
33493816,37.5
34071539,37.5
35158190,37.5
37679306,37.5
38372557,37.5
38561586,37.5
38833420,37.5
39165342,37.5
42962910,37.5
42985884,37.5
45688074,37.5
47722641,37.5
48164130,37.5
49996721,37.5
53436390,37.5
55063434,37.5
55379787,37.5
12616039,37.47
16292100,37.47
17829752,37.47
21252978,37.47
23555647,37.47
24937373,37.47
34554922,37.47
44777588,37.47
48340774,37.47
14370047,37.45
53725593,37.45
44517226,37.4
1582765,37.33
1592358,37.33
2335767,37.33
4696122,37.33
4723521,37.33
6540188,37.33
7330960,37.33
7725719,37.33
8655122,37.33
9001712,37.33
9167684,37.33
9696225,37.33
9842866,37.33
10048990,37.33
12593355,37.33
13058245,37.33
13375269,37.33
13812601,37.33
15441799,37.33
15969064,37.33
16572767,37.33
17638566,37.33
19103357,37.33
19372478,37.33
20042568,37.33
20146384,37.33
21100259,37.33
21209623,37.33
21785469,37.33
21977642,37.33
22414600,37.33
22868215,37.33
24926148,37.33
25273035,37.33
25379219,37.33
25793087,37.33
25846420,37.33
26751345,37.33
27442658,37.33
28122311,37.33
28948457,37.33
29511889,37.33
30802599,37.33
34535732,37.33
34928388,37.33
35236133,37.33
35480263,37.33
36818788,37.33
36823970,37.33
38618327,37.33
39208650,37.33
39498529,37.33
41342513,37.33
43990399,37.33
45110701,37.33
47091774,37.33
47188122,37.33
47586671,37.33
48117767,37.33
52213187,37.33
3358301,37.3
6093696,37.3
6972909,37.3
8092814,37.3
8640278,37.3
15922028,37.3
16799695,37.3
18324040,37.3
19013860,37.3
19980438,37.3
21409169,37.3
21481499,37.3
21689671,37.3
22469269,37.3
23040651,37.3
23326920,37.3
23607357,37.3
24796759,37.3
25968868,37.3
32899504,37.3
36577270,37.3
36987317,37.3
38660719,37.3
43371530,37.3
43947979,37.3
44812516,37.3
44950518,37.3
46225966,37.3
48261602,37.3
48835532,37.3
49345869,37.3
49857180,37.3
50025218,37.3
50308840,37.3
50649558,37.3
50926728,37.3
53305924,37.3
53594142,37.3
53678809,37.3
54172105,37.3
54488357,37.3
45036498,37.2
48793186,37.2
4840325,37.07
6372027,37.07
6652884,37.07
10273190,37.07
16022263,37.07
17099037,37.07
19985430,37.07
24721905,37.07
27773719,37.07
28627289,37.07
30523125,37.07
33847341,37.07
39993004,37.07
42422588,37.07
47282083,37.07
51295266,37.07
55182524,37.07
10678340,37.04
13564663,37.04
18492571,37.04
19757554,37.04
42629676,37.04
429767,37
874126,37
1298443,37
1777876,37
3471250,37
4612874,37
5157195,37
5894899,37
6797866,37
7816066,37
8885146,37
9261187,37
10517354,37
12003905,37
12815657,37
13807676,37
15300762,37
16215809,37
17146933,37
17179180,37
18365646,37
19548624,37
19675374,37
20239193,37
21588238,37
21916847,37
25234434,37
26759449,37
27609503,37
29585693,37
31897367,37
33437058,37
33552485,37
37520455,37
38296034,37
38326689,37
39324654,37
40422719,37
40642036,37
41669173,37
42941639,37
44176328,37
44523416,37
45182672,37
46186514,37
48268206,37
50259786,37
50719794,37
51297987,37
51747118,37
52233736,37
53050813,37
54646409,37
55243812,37
532011,36.9
2513234,36.9
7822855,36.9
9116081,36.9
9318618,36.9
12421169,36.9
16750334,36.9
18491622,36.9
18686314,36.9
19697575,36.9
21054889,36.9
23111905,36.9
23551555,36.9
25149696,36.9
25498426,36.9
